month_year,region,country,visitor_count
2005-10,Southeast Asia,Indonesia,141565
2005-10,Southeast Asia,Malaysia,46161
2005-10,Southeast Asia,Myanmar,2956
2005-10,Southeast Asia,Philippines,31553
2005-10,Southeast Asia,Thailand,37085
2005-10,Southeast Asia,Vietnam,9729
2005-10,Southeast Asia,Other Markets In Southeast Asia,na
2005-10,Greater China,China,74501
2005-10,Greater China,Hong Kong SAR,22996
2005-10,Greater China,Taiwan,17754
2005-10,Greater China,Other Markets In Greater China,na
2005-10,North Asia,Japan,49532
2005-10,North Asia,South Korea,30060
2005-10,North Asia,Other Markets In North Asia,na
2005-10,South Asia,Bangladesh,4883
2005-10,South Asia,India,53562
2005-10,South Asia,Pakistan,1457
2005-10,South Asia,Sri Lanka,6037
2005-10,South Asia,Other Markets In South Asia,1866
2005-10,West Asia,Iran,638
2005-10,West Asia,Israel,na
2005-10,West Asia,Kuwait,101
2005-10,West Asia,Saudi Arabia,234
2005-10,West Asia,United Arab Emirates,1375
2005-10,West Asia,Other Markets In West Asia,na
2005-10,Americas,Canada,6300
2005-10,Americas,USA,28775
2005-10,Americas,Other Markets In Americas,na
2005-10,Europe,Belgium & Luxembourg,1384
2005-10,Europe,Denmark,2485
2005-10,Europe,Finland,1461
2005-10,Europe,France,6029
2005-10,Europe,Germany,15114
2005-10,Europe,Italy,3021
2005-10,Europe,Netherlands,5575
2005-10,Europe,Norway,1849
2005-10,Europe,Rep Of Ireland,na
2005-10,Europe,Russian Federation,na
2005-10,Europe,Spain,1716
2005-10,Europe,Sweden,2636
2005-10,Europe,Switzerland,4979
2005-10,Europe,United Kingdom,35986
2005-10,Europe,Other Markets In Europe,na
2005-10,Oceania,Australia,53289
2005-10,Oceania,New Zealand,11096
2005-10,Oceania,Other Markets In Oceania,1095
2005-10,Africa,Egypt,na
2005-10,Africa,Mauritius,na
2005-10,Africa,South Africa (Rep Of),na
2005-10,Africa,Other Markets In Africa,na
2005-11,Southeast Asia,Brunei Darussalam,3614
2005-11,Southeast Asia,Indonesia,173305
2005-11,Southeast Asia,Malaysia,61060
2005-11,Southeast Asia,Myanmar,3095
2005-11,Southeast Asia,Philippines,28458
2005-11,Southeast Asia,Thailand,24961
2005-11,Southeast Asia,Vietnam,10155
2005-11,Southeast Asia,Other Markets In Southeast Asia,na
2005-11,Greater China,China,88704
2005-11,Greater China,Hong Kong SAR,20552
2005-11,Greater China,Taiwan,14094
2005-11,Greater China,Other Markets In Greater China,na
2005-11,North Asia,Japan,50402
2005-11,North Asia,South Korea,31277
2005-11,North Asia,Other Markets In North Asia,na
2005-11,South Asia,Bangladesh,4551
2005-11,South Asia,India,48170
2005-11,South Asia,Pakistan,1163
2005-11,South Asia,Sri Lanka,5140
2005-11,South Asia,Other Markets In South Asia,1824
2005-11,West Asia,Iran,354
2005-11,West Asia,Israel,na
2005-11,West Asia,Kuwait,236
2005-11,West Asia,Saudi Arabia,401
2005-11,West Asia,United Arab Emirates,2011
2005-11,West Asia,Other Markets In West Asia,na
2005-11,Americas,Canada,8281
2005-11,Americas,USA,32993
2005-11,Americas,Other Markets In Americas,na
2005-11,Europe,Belgium & Luxembourg,1658
2005-11,Europe,Denmark,2398
2005-11,Europe,Finland,1487
2005-11,Europe,France,6375
2005-11,Europe,Germany,15300
2005-11,Europe,Italy,2405
2005-11,Europe,Netherlands,5996
2005-11,Europe,Norway,2123
2005-11,Europe,Rep Of Ireland,na
2005-11,Europe,Russian Federation,na
2005-11,Europe,Spain,1556
2005-11,Europe,Sweden,3201
2005-11,Europe,Switzerland,4561
2005-11,Europe,United Kingdom,41193
2005-11,Europe,Other Markets In Europe,na
2005-11,Oceania,Australia,46304
2005-11,Oceania,New Zealand,8340
2005-11,Oceania,Other Markets In Oceania,903
2005-11,Africa,Egypt,na
2005-11,Africa,Mauritius,na
2005-11,Africa,South Africa (Rep Of),na
2005-11,Africa,Other Markets In Africa,na
2005-12,Southeast Asia,Brunei Darussalam,6863
2005-12,Southeast Asia,Indonesia,187847
2005-12,Southeast Asia,Malaysia,60523
2005-12,Southeast Asia,Myanmar,3814
2005-12,Southeast Asia,Philippines,27934
2005-12,Southeast Asia,Thailand,29744
2005-12,Southeast Asia,Vietnam,11837
2005-12,Southeast Asia,Other Markets In Southeast Asia,na
2005-12,Greater China,China,79945
2005-12,Greater China,Hong Kong SAR,22770
2005-12,Greater China,Taiwan,15123
2005-12,Greater China,Other Markets In Greater China,na
2005-12,North Asia,Japan,50994
2005-12,North Asia,South Korea,32803
2005-12,North Asia,Other Markets In North Asia,na
2005-12,South Asia,Bangladesh,4818
2005-12,South Asia,India,53965
2005-12,South Asia,Pakistan,1235
2005-12,South Asia,Sri Lanka,8091
2005-12,South Asia,Other Markets In South Asia,2252
2005-12,West Asia,Iran,500
2005-12,West Asia,Israel,na
2005-12,West Asia,Kuwait,210
2005-12,West Asia,Saudi Arabia,453
2005-12,West Asia,United Arab Emirates,2213
2005-12,West Asia,Other Markets In West Asia,na
2005-12,Americas,Canada,8145
2005-12,Americas,USA,34349
2005-12,Americas,Other Markets In Americas,na
2005-12,Europe,Belgium & Luxembourg,1348
2005-12,Europe,Denmark,2200
2005-12,Europe,Finland,1544
2005-12,Europe,France,6618
2005-12,Europe,Germany,11517
2005-12,Europe,Italy,2325
2005-12,Europe,Netherlands,5311
2005-12,Europe,Norway,1975
2005-12,Europe,Rep Of Ireland,na
2005-12,Europe,Russian Federation,na
2005-12,Europe,Spain,1308
2005-12,Europe,Sweden,3738
2005-12,Europe,Switzerland,3919
2005-12,Europe,United Kingdom,42022
2005-12,Europe,Other Markets In Europe,na
2005-12,Oceania,Australia,59155
2005-12,Oceania,New Zealand,8735
2005-12,Oceania,Other Markets In Oceania,1184
2005-12,Africa,Egypt,na
2005-12,Africa,Mauritius,na
2005-12,Africa,South Africa (Rep Of),na
2005-12,Africa,Other Markets In Africa,na
2006-01,Southeast Asia,Brunei Darussalam,3010
2006-01,Southeast Asia,Indonesia,152123
2006-01,Southeast Asia,Malaysia,42836
2006-01,Southeast Asia,Myanmar,3153
2006-01,Southeast Asia,Philippines,23133
2006-01,Southeast Asia,Thailand,24544
2006-01,Southeast Asia,Vietnam,9588
2006-01,Southeast Asia,Other Markets In Southeast Asia,na
2006-01,Greater China,China,81734
2006-01,Greater China,Hong Kong SAR,23587
2006-01,Greater China,Taiwan,19898
2006-01,Greater China,Other Markets In Greater China,na
2006-01,North Asia,Japan,45402
2006-01,North Asia,South Korea,40604
2006-01,North Asia,Other Markets In North Asia,na
2006-01,South Asia,Bangladesh,4551
2006-01,South Asia,India,43086
2006-01,South Asia,Pakistan,974
2006-01,South Asia,Sri Lanka,4705
2006-01,South Asia,Other Markets In South Asia,2007
2006-01,West Asia,Iran,427
2006-01,West Asia,Israel,na
2006-01,West Asia,Kuwait,280
2006-01,West Asia,Saudi Arabia,544
2006-01,West Asia,United Arab Emirates,2341
2006-01,West Asia,Other Markets In West Asia,na
2006-01,Americas,Canada,8896
2006-01,Americas,USA,32807
2006-01,Americas,Other Markets In Americas,na
2006-01,Europe,Belgium & Luxembourg,1483
2006-01,Europe,Denmark,2760
2006-01,Europe,Finland,1680
2006-01,Europe,France,6175
2006-01,Europe,Germany,12340
2006-01,Europe,Italy,2563
2006-01,Europe,Netherlands,6065
2006-01,Europe,Norway,2273
2006-01,Europe,Rep Of Ireland,na
2006-01,Europe,Russian Federation,na
2006-01,Europe,Spain,1220
2006-01,Europe,Sweden,4365
2006-01,Europe,Switzerland,4011
2006-01,Europe,United Kingdom,45886
2006-01,Europe,Other Markets In Europe,na
2006-01,Oceania,Australia,63495
2006-01,Oceania,New Zealand,9035
2006-01,Oceania,Other Markets In Oceania,1082
2006-01,Africa,Egypt,na
2006-01,Africa,Mauritius,na
2006-01,Africa,South Africa (Rep Of),na
2006-01,Africa,Other Markets In Africa,na
2006-02,Southeast Asia,Brunei Darussalam,3177
2006-02,Southeast Asia,Indonesia,122336
2006-02,Southeast Asia,Malaysia,44419
2006-02,Southeast Asia,Myanmar,2658
2006-02,Southeast Asia,Philippines,25592
2006-02,Southeast Asia,Thailand,26200
2006-02,Southeast Asia,Vietnam,10794
2006-02,Southeast Asia,Other Markets In Southeast Asia,na
2006-02,Greater China,China,96562
2006-02,Greater China,Hong Kong SAR,22743
2006-02,Greater China,Taiwan,17723
2006-02,Greater China,Other Markets In Greater China,na
2006-02,North Asia,Japan,44695
2006-02,North Asia,South Korea,40835
2006-02,North Asia,Other Markets In North Asia,na
2006-02,South Asia,Bangladesh,4459
2006-02,South Asia,India,40083
2006-02,South Asia,Pakistan,1218
2006-02,South Asia,Sri Lanka,4610
2006-02,South Asia,Other Markets In South Asia,1596
2006-02,West Asia,Iran,537
2006-02,West Asia,Israel,na
2006-02,West Asia,Kuwait,226
2006-02,West Asia,Saudi Arabia,329
2006-02,West Asia,United Arab Emirates,1602
2006-02,West Asia,Other Markets In West Asia,na
2006-02,Americas,Canada,7818
2006-02,Americas,USA,32611
2006-02,Americas,Other Markets In Americas,na
2006-02,Europe,Belgium & Luxembourg,1569
2006-02,Europe,Denmark,3550
2006-02,Europe,Finland,1723
2006-02,Europe,France,7646
2006-02,Europe,Germany,14776
2006-02,Europe,Italy,2673
2006-02,Europe,Netherlands,5862
2006-02,Europe,Norway,2802
2006-02,Europe,Rep Of Ireland,na
2006-02,Europe,Russian Federation,na
2006-02,Europe,Spain,1421
2006-02,Europe,Sweden,4323
2006-02,Europe,Switzerland,4245
2006-02,Europe,United Kingdom,50690
2006-02,Europe,Other Markets In Europe,na
2006-02,Oceania,Australia,42262
2006-02,Oceania,New Zealand,5485
2006-02,Oceania,Other Markets In Oceania,959
2006-02,Africa,Egypt,na
2006-02,Africa,Mauritius,na
2006-02,Africa,South Africa (Rep Of),na
2006-02,Africa,Other Markets In Africa,na
2006-03,Southeast Asia,Brunei Darussalam,4075
2006-03,Southeast Asia,Indonesia,141056
2006-03,Southeast Asia,Malaysia,52980
2006-03,Southeast Asia,Myanmar,3615
2006-03,Southeast Asia,Philippines,31939
2006-03,Southeast Asia,Thailand,32483
2006-03,Southeast Asia,Vietnam,11863
2006-03,Southeast Asia,Other Markets In Southeast Asia,na
2006-03,Greater China,China,91092
2006-03,Greater China,Hong Kong SAR,21726
2006-03,Greater China,Taiwan,16227
2006-03,Greater China,Other Markets In Greater China,na
2006-03,North Asia,Japan,62353
2006-03,North Asia,South Korea,36144
2006-03,North Asia,Other Markets In North Asia,na
2006-03,South Asia,Bangladesh,4865
2006-03,South Asia,India,50070
2006-03,South Asia,Pakistan,1457
2006-03,South Asia,Sri Lanka,5396
2006-03,South Asia,Other Markets In South Asia,1810
2006-03,West Asia,Iran,3620
2006-03,West Asia,Israel,na
2006-03,West Asia,Kuwait,210
2006-03,West Asia,Saudi Arabia,482
2006-03,West Asia,United Arab Emirates,2251
2006-03,West Asia,Other Markets In West Asia,na
2006-03,Americas,Canada,8255
2006-03,Americas,USA,36044
2006-03,Americas,Other Markets In Americas,na
2006-03,Europe,Belgium & Luxembourg,1500
2006-03,Europe,Denmark,2710
2006-03,Europe,Finland,1889
2006-03,Europe,France,7748
2006-03,Europe,Germany,18964
2006-03,Europe,Italy,2859
2006-03,Europe,Netherlands,6014
2006-03,Europe,Norway,2538
2006-03,Europe,Rep Of Ireland,na
2006-03,Europe,Russian Federation,na
2006-03,Europe,Spain,1587
2006-03,Europe,Sweden,4138
2006-03,Europe,Switzerland,4614
2006-03,Europe,United Kingdom,54936
2006-03,Europe,Other Markets In Europe,na
2006-03,Oceania,Australia,53965
2006-03,Oceania,New Zealand,6317
2006-03,Oceania,Other Markets In Oceania,993
2006-03,Africa,Egypt,na
2006-03,Africa,Mauritius,na
2006-03,Africa,South Africa (Rep Of),na
2006-03,Africa,Other Markets In Africa,na
2006-04,Southeast Asia,Brunei Darussalam,3457
2006-04,Southeast Asia,Indonesia,147235
2006-04,Southeast Asia,Malaysia,51480
2006-04,Southeast Asia,Myanmar,4699
2006-04,Southeast Asia,Philippines,37713
2006-04,Southeast Asia,Thailand,37862
2006-04,Southeast Asia,Vietnam,12993
2006-04,Southeast Asia,Other Markets In Southeast Asia,na
2006-04,Greater China,China,97423
2006-04,Greater China,Hong Kong SAR,28836
2006-04,Greater China,Taiwan,17657
2006-04,Greater China,Other Markets In Greater China,na
2006-04,North Asia,Japan,41269
2006-04,North Asia,South Korea,31780
2006-04,North Asia,Other Markets In North Asia,na
2006-04,South Asia,Bangladesh,5014
2006-04,South Asia,India,53531
2006-04,South Asia,Pakistan,1251
2006-04,South Asia,Sri Lanka,8626
2006-04,South Asia,Other Markets In South Asia,1958
2006-04,West Asia,Iran,350
2006-04,West Asia,Israel,na
2006-04,West Asia,Kuwait,203
2006-04,West Asia,Saudi Arabia,754
2006-04,West Asia,United Arab Emirates,2094
2006-04,West Asia,Other Markets In West Asia,na
2006-04,Americas,Canada,6407
2006-04,Americas,USA,28940
2006-04,Americas,Other Markets In Americas,na
2006-04,Europe,Belgium & Luxembourg,1571
2006-04,Europe,Denmark,2094
2006-04,Europe,Finland,1281
2006-04,Europe,France,7712
2006-04,Europe,Germany,16067
2006-04,Europe,Italy,2543
2006-04,Europe,Netherlands,4729
2006-04,Europe,Norway,2334
2006-04,Europe,Rep Of Ireland,na
2006-04,Europe,Russian Federation,na
2006-04,Europe,Spain,1463
2006-04,Europe,Sweden,2920
2006-04,Europe,Switzerland,4909
2006-04,Europe,United Kingdom,41716
2006-04,Europe,Other Markets In Europe,na
2006-04,Oceania,Australia,63480
2006-04,Oceania,New Zealand,10618
2006-04,Oceania,Other Markets In Oceania,1238
2006-04,Africa,Egypt,na
2006-04,Africa,Mauritius,na
2006-04,Africa,South Africa (Rep Of),na
2006-04,Africa,Other Markets In Africa,na
2006-05,Southeast Asia,Brunei Darussalam,2955
2006-05,Southeast Asia,Indonesia,146039
2006-05,Southeast Asia,Malaysia,49755
2006-05,Southeast Asia,Myanmar,3678
2006-05,Southeast Asia,Philippines,39995
2006-05,Southeast Asia,Thailand,30587
2006-05,Southeast Asia,Vietnam,11755
2006-05,Southeast Asia,Other Markets In Southeast Asia,na
2006-05,Greater China,China,78594
2006-05,Greater China,Hong Kong SAR,24008
2006-05,Greater China,Taiwan,15410
2006-05,Greater China,Other Markets In Greater China,na
2006-05,North Asia,Japan,42907
2006-05,North Asia,South Korea,34236
2006-05,North Asia,Other Markets In North Asia,na
2006-05,South Asia,Bangladesh,5155
2006-05,South Asia,India,80687
2006-05,South Asia,Pakistan,1611
2006-05,South Asia,Sri Lanka,5354
2006-05,South Asia,Other Markets In South Asia,1926
2006-05,West Asia,Iran,340
2006-05,West Asia,Israel,na
2006-05,West Asia,Kuwait,170
2006-05,West Asia,Saudi Arabia,467
2006-05,West Asia,United Arab Emirates,2067
2006-05,West Asia,Other Markets In West Asia,na
2006-05,Americas,Canada,5905
2006-05,Americas,USA,30705
2006-05,Americas,Other Markets In Americas,na
2006-05,Europe,Belgium & Luxembourg,1193
2006-05,Europe,Denmark,1300
2006-05,Europe,Finland,1077
2006-05,Europe,France,6787
2006-05,Europe,Germany,10865
2006-05,Europe,Italy,2516
2006-05,Europe,Netherlands,4413
2006-05,Europe,Norway,1426
2006-05,Europe,Rep Of Ireland,na
2006-05,Europe,Russian Federation,na
2006-05,Europe,Spain,1296
2006-05,Europe,Sweden,1875
2006-05,Europe,Switzerland,3775
2006-05,Europe,United Kingdom,28313
2006-05,Europe,Other Markets In Europe,na
2006-05,Oceania,Australia,51237
2006-05,Oceania,New Zealand,9736
2006-05,Oceania,Other Markets In Oceania,1029
2006-05,Africa,Egypt,na
2006-05,Africa,Mauritius,na
2006-05,Africa,South Africa (Rep Of),na
2006-05,Africa,Other Markets In Africa,na
2006-06,Southeast Asia,Brunei Darussalam,4859
2006-06,Southeast Asia,Indonesia,167216
2006-06,Southeast Asia,Malaysia,56325
2006-06,Southeast Asia,Myanmar,3547
2006-06,Southeast Asia,Philippines,29790
2006-06,Southeast Asia,Thailand,28946
2006-06,Southeast Asia,Vietnam,17513
2006-06,Southeast Asia,Other Markets In Southeast Asia,na
2006-06,Greater China,China,71213
2006-06,Greater China,Hong Kong SAR,23998
2006-06,Greater China,Taiwan,17393
2006-06,Greater China,Other Markets In Greater China,na
2006-06,North Asia,Japan,43153
2006-06,North Asia,South Korea,36327
2006-06,North Asia,Other Markets In North Asia,na
2006-06,South Asia,Bangladesh,6027
2006-06,South Asia,India,67838
2006-06,South Asia,Pakistan,2279
2006-06,South Asia,Sri Lanka,5811
2006-06,South Asia,Other Markets In South Asia,1883
2006-06,West Asia,Iran,446
2006-06,West Asia,Israel,na
2006-06,West Asia,Kuwait,349
2006-06,West Asia,Saudi Arabia,812
2006-06,West Asia,United Arab Emirates,2994
2006-06,West Asia,Other Markets In West Asia,na
2006-06,Americas,Canada,5043
2006-06,Americas,USA,36431
2006-06,Americas,Other Markets In Americas,na
2006-06,Europe,Belgium & Luxembourg,1192
2006-06,Europe,Denmark,1483
2006-06,Europe,Finland,1104
2006-06,Europe,France,6104
2006-06,Europe,Germany,9356
2006-06,Europe,Italy,2566
2006-06,Europe,Netherlands,4280
2006-06,Europe,Norway,1695
2006-06,Europe,Rep Of Ireland,na
2006-06,Europe,Russian Federation,na
2006-06,Europe,Spain,1546
2006-06,Europe,Sweden,2022
2006-06,Europe,Switzerland,2831
2006-06,Europe,United Kingdom,26141
2006-06,Europe,Other Markets In Europe,na
2006-06,Oceania,Australia,60988
2006-06,Oceania,New Zealand,12559
2006-06,Oceania,Other Markets In Oceania,1041
2006-06,Africa,Egypt,na
2006-06,Africa,Mauritius,na
2006-06,Africa,South Africa (Rep Of),na
2006-06,Africa,Other Markets In Africa,na
2006-07,Southeast Asia,Brunei Darussalam,3822
2006-07,Southeast Asia,Indonesia,192166
2006-07,Southeast Asia,Malaysia,48104
2006-07,Southeast Asia,Myanmar,4643
2006-07,Southeast Asia,Philippines,30567
2006-07,Southeast Asia,Thailand,29003
2006-07,Southeast Asia,Vietnam,20816
2006-07,Southeast Asia,Other Markets In Southeast Asia,na
2006-07,Greater China,China,113127
2006-07,Greater China,Hong Kong SAR,28265
2006-07,Greater China,Taiwan,27109
2006-07,Greater China,Other Markets In Greater China,na
2006-07,North Asia,Japan,52407
2006-07,North Asia,South Korea,45685
2006-07,North Asia,Other Markets In North Asia,na
2006-07,South Asia,Bangladesh,6175
2006-07,South Asia,India,53121
2006-07,South Asia,Pakistan,3320
2006-07,South Asia,Sri Lanka,6078
2006-07,South Asia,Other Markets In South Asia,2238
2006-07,West Asia,Iran,391
2006-07,West Asia,Israel,na
2006-07,West Asia,Kuwait,853
2006-07,West Asia,Saudi Arabia,1785
2006-07,West Asia,United Arab Emirates,5445
2006-07,West Asia,Other Markets In West Asia,na
2006-07,Americas,Canada,6967
2006-07,Americas,USA,39092
2006-07,Americas,Other Markets In Americas,na
2006-07,Europe,Belgium & Luxembourg,1729
2006-07,Europe,Denmark,2581
2006-07,Europe,Finland,1009
2006-07,Europe,France,8889
2006-07,Europe,Germany,11095
2006-07,Europe,Italy,2842
2006-07,Europe,Netherlands,7156
2006-07,Europe,Norway,2253
2006-07,Europe,Rep Of Ireland,na
2006-07,Europe,Russian Federation,na
2006-07,Europe,Spain,1703
2006-07,Europe,Sweden,2049
2006-07,Europe,Switzerland,4228
2006-07,Europe,United Kingdom,34260
